beer_id,beer_Name,beer_Style,Style_Key,Brewery,Description,ABV,Ave_Rating,Min_IBU,Max_IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty
5240,Eaglebrau Weizenbier Dunkel,Wheat Beer - Dunkelweizen,112,Privatbrauerei H. Egerer,Notes:,5.3,3.56,10,15,7,38,3,21,29,21,2,40,19,18,69
5241,DSN,Wheat Beer - Dunkelweizen,112,Picaroons Traditional Ales,Notes:Formerly Dark And Stormy Night	,4.8,3.33,10,15,11,63,13,31,78,40,0,37,25,16,131
5242,Edelweiss Dunkel Weizenbier,Wheat Beer - Dunkelweizen,112,Brau Union Österreich AG,Notes:,5.3,3.84,10,15,22,54,11,10,53,28,0,59,13,49,72
5243,Dunkelweiss,Wheat Beer - Dunkelweizen,112,Prost Brewing Co. - Denver,Notes:,4.2,3.9,10,15,2,11,3,4,10,1,0,4,3,3,17
5244,Benediktiner Weissbier Dunkel,Wheat Beer - Dunkelweizen,112,Klosterbrauerei Ettal / Ettaler Klosterbetriebe GmbH,Notes:,5.4,3.73,10,15,5,26,6,8,25,12,0,26,11,15,57
5245,Unertl Weissbier,Wheat Beer - Dunkelweizen,112,Unertl Weissbier GmbH,Notes:,4.8,3.83,10,15,24,61,10,12,52,45,1,58,13,46,79
5246,Triple Dunkel,Wheat Beer - Dunkelweizen,112,Franconia Brewing Company,Notes:,10.0,4.01,10,15,0,4,3,3,3,0,0,0,0,0,5
5247,Dunkle Weizen,Wheat Beer - Dunkelweizen,112,Sprecher Brewing Company,Notes:,4.65,3.5,10,15,15,33,6,9,33,19,0,27,20,21,80
5248,Portsmouth Winter Weizen,Wheat Beer - Dunkelweizen,112,Portsmouth Brewery,"Notes:This hefeweizen is brewed with a bit more wheat malt & hops to create a well balanced, robust winter ale.	",6.0,4.12,10,15,20,46,16,17,60,51,0,85,17,71,70
5249,Fürstenberg Weizen Hefe Dunkel,Wheat Beer - Dunkelweizen,112,Fürstlich Fürstenbergische Brauerei KG,Notes:,5.4,3.5,10,15,9,41,12,10,33,30,1,40,10,23,68
5250,Ramstein Dunkel Hefe-Weizen,Wheat Beer - Dunkelweizen,112,High Point Brewing Company,"Notes:Creamy head and smooth carbonation complement its deep mahogany color. Bouquet teems with chocolate, apple and clove. Roasted malts intertwine with Tettnanger hops creating a depth of complex flavors. Smooth roasted malts and dark caramel leads to clean finish – unlike any other dark wheat beer.	",5.5,3.63,10,15,7,16,4,8,13,5,0,11,8,10,33
5251,Dunkler Hirsch Allgäuer Weizen,Wheat Beer - Dunkelweizen,112,Der HirschBrau/Privatbrauerei Höss,Notes:,5.2,3.64,10,15,5,26,8,3,19,16,0,25,6,24,38
5252,Vùdù,Wheat Beer - Dunkelweizen,112,Birrificio Italiano,Notes:,6.0,4.05,10,15,10,40,7,8,53,19,0,41,19,16,70
5253,Dunkelweizen,Wheat Beer - Dunkelweizen,112,Live Oak Brewing Company,Notes:,5.3,3.84,10,15,1,14,3,4,5,5,0,8,3,4,10
5254,Steingadener Weisse Dunkel,Wheat Beer - Dunkelweizen,112,Aktienbrauerei Kaufbeuren AG,Notes:,0.0,3.32,10,15,27,37,9,9,58,64,4,62,13,29,74
5255,Kirta,Wheat Beer - Dunkelweizen,112,Graminger Weissbräu,"Notes:The dark Kirta Weissbier was originally created as a Festbier for the Altöttinger Kirta. The addition of dark malt and roasted malt results in a rich mahogany color and a fruity, malty flavor. Adept beer tasters will even notice a slight hint of chocolate! The Kirta white beer goes perfectly with hearty dishes with dark sauces, such as roast beef, grilled beef loin, beer goulash, obatzter and chocolate desserts. The Kirta is a cloudy, orange beer with a small, white head. The aroma is mostly roasted malt, as well as a light fruitiness. The taste is sweet, malty and slightly fruity.	",5.4,3.72,10,15,11,38,12,13,76,36,0,57,17,26,94
5256,Veldensteiner Dunkles Weißbier,Wheat Beer - Dunkelweizen,112,Kaiser Bräu,Notes:,5.4,3.6,10,15,6,41,2,6,20,19,0,35,8,26,31
5257,Portsmouth Dunkelweizen,Wheat Beer - Dunkelweizen,112,Portsmouth Brewery,Notes:This dark wheat ale has a touch of roastiness & a crisp refreshing character with a medium body.	,6.0,3.75,10,15,14,45,8,12,34,15,1,40,5,57,55
5258,Hefeweissbier,Wheat Beer - Hefeweizen,113,Bayerische Staatsbrauerei Weihenstephan,"Notes:Our golden-yellow wheat beer, with its fine-poured white foam, smells of cloves and impresses consumers with its refreshing banana flavour. It is full bodied and with a smooth yeast taste. To be enjoyed at any time,goes excellently with fish and seafood, with spicy cheese and especially with the traditional Bavarian veal sausage. Brewed according to our centuries-old brewing tradition on the Weihenstephan hill.	",5.4,4.45,10,15,16,57,7,11,15,26,0,55,23,39,46
5259,Franziskaner Hefe-Weisse,Wheat Beer - Hefeweizen,113,Spaten-Franziskaner-Bräu,Notes:Also known as Franziskaner Weissbier and Franziskaner Hefe-Weisse Hell.	,5.0,4.07,10,15,20,23,16,6,20,36,0,77,11,25,32
5260,Kellerweis,Wheat Beer - Hefeweizen,113,Sierra Nevada Brewing Co.,"Notes:Our Bavarian-style wheat beer is complex with flavors reminiscent of banana bread and spicy clove. This hazy-golden beer glows with suspended yeast, creating a velvety texture and refreshing finish.Kellerweis is one of the few wheat beers made using the traditional Bavarian method of open fermentation, which allows the ingredients to shine and creates vast depth and character in this hazy-golden beer. To serve, pour two-thirds into a glass, swirl the bottles and add the rest.	",4.8,4.07,10,15,9,30,8,11,13,13,0,41,13,35,47
5261,Hefe-Weissbier Naturtrüb,Wheat Beer - Hefeweizen,113,Paulaner Brauerei,"Notes:Marketed as ""Weissbier"" internationally.	",5.5,4.07,10,15,10,47,5,10,24,30,1,53,20,32,71
5262,Ayinger Bräuweisse,Wheat Beer - Hefeweizen,113,Ayinger Privatbrauerei,"Notes:Wheat ale with spicy, crisp taste. Unfiltered. Ayinger, at the foot of the Bavarian Alps, is one of the world's most respected breweries. Family owned & operated since 1878.",5.1,4.18,10,15,20,38,13,12,30,38,1,75,19,46,70
5263,Widmer Hefeweizen,Wheat Beer - Hefeweizen,113,Widmer Brothers Brewing Company,"Notes:availability: year-roundbitterness: 30 IBUalcohol by volume: 4.9%original gravity: 11.75° PLATOmalts:Pale, Munich, Wheat, Caramel 40Lhops:Bittering: AlchemyAroma: Willamette, Cascade",4.9,3.33,10,15,12,28,9,32,23,55,4,74,56,34,66
5264,Erdinger Weissbier (Hefe-Weizen),Wheat Beer - Hefeweizen,113,Erdinger Weissbräu,"Notes:Every sip leaves you wanting more – our ERDINGER Weissbier with fine yeast is the crowning glory of traditional Bavarian brewing skills.The strength of this classic wheat beer lies in the harmonious balance it achieves between the various aromas. Gently spicy wheat and yeast aromas blend with mildly bitter hops. The invigorating carbon dioxide ensures its typical liveliness. A premium beer whose full-bodied yet elegant character leaves a lasting impression of ultimate Bavarian enjoyment. A truly unique wheat beer!ERDINGER Weissbräu allows its top-fermenting specialty to mature in the bottle in the traditional manner, just like champagne. This wheat beer from Erding offers more than just sparkling refreshment – it gives a true taste of Bavaria.	",5.3,3.55,10,15,17,26,5,8,20,31,1,43,16,24,45
5265,DreamWeaver Wheat,Wheat Beer - Hefeweizen,113,Tröegs Brewing Company,"Notes:The dream begins with open top fermentation. At high krausen a foamy, rocky yeast head crests the sides of the fermenter releasing notes of black pepper and spicy clove. Unfiltered and cloudy with yeast, it's slightly tart & downright refreshing.15 IBU55% WheatHops: German Northern Brewer",4.8,3.75,10,15,7,19,7,10,9,17,1,36,17,47,28
5266,Schneider Weisse Tap 7 Unser Original,Wheat Beer - Hefeweizen,113,Weisses Bräuhaus G. Schneider & Sohn GmbH,Notes:Formerly Schneider Weisse Original.	,5.4,4.0,10,15,13,36,5,10,29,20,0,55,16,33,65
5267,Hacker-Pschorr Hefe Weisse Naturtrüb,Wheat Beer - Hefeweizen,113,Hacker-Pschorr Bräu GmbH,"Notes:Our unfiltered Hacker-Pschorr Weissbier is naturally cloudy, full-flavoured and uniquely refreshing. Georg Pschorr – in his day owner of the Pschorr brewery and a man of true foresight - spread word of this exquisite and enjoyable Hefe-Weissbier and made it popular beyond the borders of Bavaria.	",5.5,4.11,10,15,12,68,9,18,39,51,2,89,12,27,79
5268,HefeWeizen,Wheat Beer - Hefeweizen,113,Live Oak Brewing Company,"Notes:Modeled after the classic wheat beers of Bavaria, Hefeweizen is cloudy and straw-colored with a meringue-like head that lingers to the bottom of the glass. Brewed with an ample volume of wheat malt and few hops, this beer features a unique yeast strain that produces harmonious notes of clove, banana, and vanilla throughout this effervescent brew. A traditional interpretation of a classic style, this idiosyncratic Bavarian beer is perfectly at home here in Texas.	",5.3,4.37,10,15,12,41,7,16,17,25,0,60,24,50,41
5269,Hefeweizen,Wheat Beer - Hefeweizen,113,Flying Dog Brewery,Notes:Formerly In-Heat Wheat	,4.7,3.53,10,15,12,29,14,9,26,59,2,83,22,44,52
5270,Dancing Man,Wheat Beer - Hefeweizen,113,New Glarus Brewing Company,Notes:If you dream of wheat this brew will get your toes tapping. Since 1995 we have brewed Bavarian style wheat beers exclusively for the same great state that grows and malts our own Wisconsin wheat. In a world full of posers this is a true hefe-weizen naturally 100% bottle fermented and hazy.Expect this beer to cascade effervescent into your glass. The rich spicy clove and cinnamon notes will greet your nose while sweet fruit and wheat kisses your lips.Lick the foam from your mouth and admit sometimes you just gotta get up and dance.,7.2,4.24,10,15,13,46,20,9,32,50,2,92,16,69,59
5271,Hofbräu Münchner Weisse,Wheat Beer - Hefeweizen,113,Hofbräuhaus München,"Notes:The origin of Hofbrau Hefe Weizen dates back to 1589 and since then the ""Weisse"" has a distinctive place in the history of Hofbrau Munchen. The beer is characterized by its sparkling, by its rich foam and naturally by its unforgettable refreshing taste.",5.1,3.91,10,15,19,40,4,11,25,16,1,51,11,37,44
5272,Schneider Weisse Tap 4 Wiesen Edel-Weisse,Wheat Beer - Hefeweizen,113,Weisses Bräuhaus G. Schneider & Sohn GmbH,Notes:Also known as Tap 4 - Mein Grünes and Tap 4 - Meine Festweisse,6.2,4.1,10,15,20,31,4,22,26,35,1,62,34,38,58
5273,Shiner Hefeweizen,Wheat Beer - Hefeweizen,113,Spoetzl Brewery,Notes:,5.4,3.31,10,15,21,36,10,18,39,75,1,73,20,20,66
5274,König Ludwig Weiss,Wheat Beer - Hefeweizen,113,Kaltenberg International / König Ludwig International GmbH & Co.KG,Notes:Why are the Bavarian Royal Family and King Ludwig so important to brewing history? The Bavarian Royal family had sole rights to brewing of Hefe-Weizen in Bavaria for 200 years. No wonder they are leading experts on wheat brews.,5.5,3.87,10,15,19,61,11,8,26,31,0,70,14,39,68
5275,Schofferhofer Hefeweizen Grapefruit Bier,Wheat Beer - Hefeweizen,113,Binding-Brauerei AG,"Notes:As you might’ve guessed we’re from Germany, but what might surprise you is that we’re the world’s first Hefeweizen (wheat beer) grapefruit beer. Best served cold, it’s the perfect casual brew to cool you off during the summer, but it can be enjoyed all year round any time of the day. It’s a true 50/50 blend of total refreshment made from 50% Schofferhofer Hefeweizen blended with 50% carbonated juice of 100% natural ingredients.",2.5,3.55,10,15,11,27,8,6,60,101,1,122,9,5,28
5276,Pyramid Hefeweizen,Wheat Beer - Hefeweizen,113,"Pyramid Breweries, Inc.",Notes:,5.2,3.13,10,15,18,18,1,17,23,39,0,55,20,19,40
5277,Winter Cheers,Wheat Beer - Hefeweizen,113,Victory Brewing Company - Downingtown,"Notes:A wheat ale, combining German wheat and barley malts, oats, torrified wheat and whole flower Tettnang and Citra hops, this fruity and warming holiday brew delivers a refreshing finish, with spicy hints of banana, clove and citrus.	",6.7,3.63,10,15,11,24,9,20,20,29,3,57,18,33,61
5278,Samuel Adams HefeweizenBoston Beer Company (Samuel Adams),Wheat Beer - Hefeweizen,113,Boston Beer Company (Samuel Adams),"Notes:Hazy golden and filled with smooth wheat character, our Hefeweizen is our take on the classic German beer. Notes of clove and banana, signatures of this traditional style, accent the aroma and flavor, and are complemented by a subtle bready malt character. Clean and crisp, this beer pairs best with a sunny summer day.HOP VARIETIESHallertau Mittelfrueh and Spalt-Spalter Noble hopsMALT VARIETIESSamuel Adams two-row pale malt blend, White Wheat14 IBU",5.4,3.24,10,15,20,43,14,22,31,18,4,50,40,50,66
5279,Floridian Hefeweizen,Wheat Beer - Hefeweizen,113,Funky Buddha Brewery,"Notes:Our unfiltered and refreshing German-style wheat beer is full on flavor yet light on the palate. Authentic hefeweizen yeast creates the compelling aromas of bananas, citrus, and cloves, while the all wheat and malt body perfectly captures the brilliance of a golden Florida sunset.	",5.2,3.78,10,15,12,34,15,18,38,63,5,90,36,48,59
5280,Ebel's Weiss Beer,Wheat Beer - Hefeweizen,113,Two Brothers Brewing Company,"Notes:Ebel's Weiss beer is a very traditional German Hefeweizen that is naturally unfiltered. It has wonderful malt sweetness and a soft aroma of clove, vanilla, and banana. This deep golden colored weiss will make you think you are in Bavaria.	",4.9,3.71,10,15,10,32,10,7,16,18,0,40,14,34,33
5281,Julius Echter Hefe-Weissbier Hell,Wheat Beer - Hefeweizen,113,Würzburger Hofbräu AG,Notes:,5.3,4.02,10,15,10,64,16,3,33,40,0,78,8,30,37
5282,Oktoberfest Weissbier,Wheat Beer - Hefeweizen,113,Erdinger Weissbräu,Notes:,5.7,3.66,10,15,26,38,8,18,30,23,1,35,33,21,68
5283,Tucher Helles Hefe Weizen,Wheat Beer - Hefeweizen,113,Brauerei Tucher Brau,Notes:,5.35,3.93,10,15,13,36,6,3,18,31,1,52,6,33,38
5284,Kapuziner Weissbier,Wheat Beer - Hefeweizen,113,Kulmbacher Brauerei AG,Notes:,5.4,4.05,10,15,10,29,13,14,37,42,1,77,13,36,62
5285,Schöfferhofer Hefeweizen,Wheat Beer - Hefeweizen,113,Binding-Brauerei AG,Notes:,5.0,3.65,10,15,19,43,10,15,21,35,0,56,25,32,49
5286,Andechser Weissbier Hell,Wheat Beer - Hefeweizen,113,Klosterbrauerei Andechs,"Notes:Since Saint Joseph’s Day on 19 March 1993, Andechs Weissbier Hell has found many new friends. Untreated and bottled in its natural state of yeasty turbidity, this is a top fermented beer for the epicure.Its light honey colour makes it an immediate eyecatcher. Then there’s the opalescence and fine structure of the yeast turbidity. At the same time, the creamy, fine pored head invites you to get to know this light Weissbier from the Holy Mountain. You’ll need two takes to enjoy the aromas to the full.First, distinctive fruity aromas like banana and honeydew melon come to the fore, followed by fine cloves. Andechser Weissbier Hell is a very tangy, refreshing treat with the conviction of a full, soft body. It concludes on a finely balanced interplay of light sweet honey and a delicate acidity with undertones of bitter hoppiness that quickly subside into a harmonious aftertaste.A Weissbier that embodies a slice of the Andechs lifestyle: finely yeasty, tangy, and sparkling, it refreshes and renews the thirst for more",5.5,4.17,10,15,23,45,11,17,38,47,2,60,22,39,56
5287,Shotgun Betty Hefeweizen Ale,Wheat Beer - Hefeweizen,113,Lonerider Brewing Company,"Notes:Shotgun Betty is a sexy, tough cowgirl who is always armed and dangerous. Don’t be fooled by her good looks, she will have you for an appetizer! That’s why we picked her to represent our Hefeweizen. Shotgun Betty is a wheat beer with rich, banana-clove nose and refreshing dry finish. Sound good? Try one. But beware, once Betty gets a hold of you there is no escape.	",5.8,3.69,10,15,14,30,6,12,16,22,0,57,14,32,37
5288,Weisse Original,Wheat Beer - Hefeweizen,113,Brauerei Gebrüder Maisel,Notes:,5.4,3.9,10,15,20,50,15,10,39,53,0,78,10,32,38
5289,Hefeweizen,Wheat Beer - Hefeweizen,113,Yazoo Brewing Company,"Notes:An authentic example of a Bavarian Hefeweizen. “Hefe” means cloudy or yeasty and “weizen” means wheat. This beer is made with mostly wheat and uses a true Hefeweizen yeast that gives it a fruity, banana aroma with just a hint of cloves. The tart finish makes this the perfect summer beer.13 IBU",5.0,3.73,10,15,11,29,6,8,24,34,1,58,8,34,47
5290,The Love Wheat Beer,Wheat Beer - Hefeweizen,113,Starr Hill Brewery,Notes:A German-style hefeweizen with a fruity aroma and spicy finish.	,5.1,3.56,10,15,25,27,7,13,23,42,0,55,19,36,39
5291,Hefeweizen,Wheat Beer - Hefeweizen,113,The Schlafly Tap Room,"Notes:Our Hefeweizen is a light, unfiltered wheat beer, often served with a wedge of lemon. Made with thirty percent American winter wheat, Hefeweizen is balanced with sweet golden malted barley and Tettnang hops from Oregon that evoke a hint of spice. The American ale yeast is subtle, but the grains take center stage and, when left in the unfiltered beer, gives it that classic cloudiness and additional body.The German Hefeweizen (say “hay-fuh-vite-sin”) traces its history to 16th century Bavaria and eventually came to America with the wave of German immigrants in the 19th century. Although the rise of light lager beer diminished the sales of wheat beers on both sides of the Atlantic, the sale of wheat beers began to rise after WWII, especially in Southern Germany where a unique ale yeast strain fermented the beer with banana and clove esters. In the late 20th Century, the new American craft brewers sought out a lighter style to complement their beer selection and brewed Hefeweizens with the same yeast strains they used to brew their Pale Ales and Stouts.16 IBU",4.1,3.33,10,15,11,35,11,18,20,32,0,36,22,15,73
5292,Weisse Versa Wheat,Wheat Beer - Hefeweizen,113,Karbach Brewing Co.,"Notes:German Hefeweizen / Belgian Witbier hybrid, brewed with coriander and citrus peel.	",5.2,3.86,10,15,15,37,19,18,23,48,1,76,21,25,33
5293,Mad King's Weiss,Wheat Beer - Hefeweizen,113,Victory Brewing Company - Downingtown,"Notes:Bavaria’s fabled Ludwig was said to be ‘mad’. The same might be said of us for approaching this German beer style with fistfuls of hops beyond the norm for this style and yeast from Belgium!CompositionMalt: Imported two-row German malts, including wheatHops: Whole flower German hopsABV: 6.2%FlavorHigh-powered with all German malts and the subtle, spicy complexity of our special yeast, Mad King's Weiss offers a quenching quality that can't be beat.",6.2,3.87,10,15,29,27,14,39,35,53,4,61,53,29,84
5294,Trader Joe's Bavarian Style Hefeweizen,Wheat Beer - Hefeweizen,113,Trader Joe's Brewing Company,Notes:,5.3,3.6,10,15,7,20,24,6,27,27,0,52,8,25,41
5295,Braupakt,Wheat Beer - Hefeweizen,113,Bayerische Staatsbrauerei Weihenstephan,Notes:Collaboration with Sierra Nevada Brewing Co.Braupakt is a collaboration between the world's oldest brewery and Sierra Nevada. Brewed using Weihenstephaner's signature yeast and amarillo and chinook hops from Sierra Nevada.	,6.0,4.15,10,15,16,74,13,56,28,51,1,73,89,41,56
5296,Pinkus Weizen,Wheat Beer - Hefeweizen,113,Brauerei Pinkus Mueller,Notes:,5.0,3.6,10,15,15,28,4,12,17,41,2,44,23,20,50
5297,Waterkeeper Hefeweizen,Wheat Beer - Hefeweizen,113,SweetWater Brewing Company,Notes:,5.7,3.56,10,15,15,36,6,15,21,21,0,47,26,25,40
5298,Hefeweizen,Wheat Beer - Hefeweizen,113,Gordon Biersch Brewery Restaurant,"Notes:Hundreds of years ago in Germany, wheat beers were considered 'breakfast' or 'after church' beers, a testament to their light refreshing flavor and a tradition of drinking them on weekend occasions. We invite you to enjoy our Hefeweizen (hay-fa-VEIT-sen) any day of the week.12 IBU",5.5,3.66,10,15,13,36,7,11,24,45,0,75,15,37,48
5299,No Limits Hefeweizen,Wheat Beer - Hefeweizen,113,Two Roads Brewing Company,"Notes:Brewmaster Phil Markowski has taken a “bahn” less traveled to create our version of the classic Bavarian wheat brew –perfect for the warming temperatures. Beautifully cloudy with a generous head of foam, a wonderful fruit aroma and a dry finish, our Hefeweizen is a refreshing version of the original; with just a little bit more of everything.	",5.0,3.75,10,15,20,38,10,13,24,37,3,67,14,46,47
5300,Heinnieweisse Weissebier,Wheat Beer - Hefeweizen,113,Butternuts Beer & Ale,Notes:,4.9,3.45,10,15,11,23,7,8,19,68,0,72,21,22,32
5301,Brooklyner Weisse,Wheat Beer - Hefeweizen,113,Brooklyn Brewery,Notes:,5.0,3.83,10,15,22,41,15,10,27,52,0,78,14,40,79
5302,Penn Weizen,Wheat Beer - Hefeweizen,113,Pennsylvania Brewing Company,"Notes:Authentic wheat beer, brewed in the Southern German tradition, won the Silver Medal in 1997 and the Gold Medal at the 2000 in Denver, Colorado. Penn Weizen is top-fermented, cask-conditioned, and very effervescent with a slight hint of tangy clove flavor.",5.0,3.88,10,15,21,49,13,14,27,42,0,74,19,55,45
5303,Drunk Monk Hefeweizen,Wheat Beer - Hefeweizen,113,3 Floyds Brewing Co.,Notes:,5.5,4.09,10,15,9,50,17,12,51,35,0,90,21,52,59
5304,Benediktiner Weissbier,Wheat Beer - Hefeweizen,113,Klosterbrauerei Ettal / Ettaler Klosterbetriebe GmbH,"Notes:The top-fermented wheat beer is specially brewed to obtain a tasty but also pungent wheat beer. This special type of brewing allows a particularly full and also very tasty wheat beer. The amber color comes through special malt, which also brings a caramel-like character and other taste facets in the beer.The cloudiness receives this Benedictine wheat beer by the fine yeast , which means an important flavor carrier for this beer type. This top-fermented yeast gives the wheat beer a very fruity note that is even reminiscent of bananas. A special taste experience is the sweetness, which is to enter into a synergy with the fine dry aroma of the hop.	",5.4,3.82,10,15,21,57,14,17,48,47,2,86,24,60,94
5305,Baltika #8 Wheat,Wheat Beer - Hefeweizen,113,Baltika Breweries,Notes:,5.0,3.56,10,15,12,38,9,12,23,37,0,62,25,30,52
5306,Schneider Weisse Tap 1 Mein Blondes,Wheat Beer - Hefeweizen,113,Weisses Bräuhaus G. Schneider & Sohn GmbH,Notes:Also known as Schneider Weisse Tap 1 Meine Helle WeisseFormerly Schneider Weisse Weizen Hell.,4.9,4.17,10,15,22,38,14,8,28,35,0,60,14,40,36
5307,Royal Weisse,Wheat Beer - Hefeweizen,113,Sly Fox Brewing Company,Notes:,5.4,3.83,10,15,18,39,10,12,57,82,2,107,22,34,56
5308,Kristallweissbier,Wheat Beer - Kristallweizen,114,Bayerische Staatsbrauerei Weihenstephan,"Notes:In our golden-yellow crystal-clear wheat beer the fresh citrus flavour harmonises very well with spicy banana notes. The fine sparkling gives it a tangy and animated appearance. Throughout summer and winter, it’s a prickling experience. It goes well with fish, seafood, white meat or it can be enjoyed as an aperitif. Brewed according to our centuries-old brewing tradition on the Weihenstephan hill.	",5.4,4.07,10,15,30,29,9,19,14,27,3,54,23,28,51
5309,Honey Weiss,Wheat Beer - Kristallweizen,114,Jacob Leinenkugel Brewing Company,"Notes:Featuring a touch of real Wisconsin honey, Leinenkugel's Honey Weiss is a golden-hued traditional American weiss beer inspired by a classic German style. It's traditionally garnished with a lemon wedge for added citrus aroma that perfectly complements the sweet, subtle flavors of the beer.	",4.9,3.03,10,15,17,38,11,26,71,29,3,26,45,10,111
5310,Laughing Fox,Wheat Beer - Kristallweizen,114,New Glarus Brewing Company,"Notes:In playful pursuit of butterflies a Red Fox danced across the brewery hill. His joy so pure it bubbled through our hearts and into this beer. Laughing Fox is a sparkling Kristal Weizen brewed in the Bavarian tradition with 50% Wisconsin wheat in our open top fermenters. Tickle your nose notes of spicy clove and cinnamon abound. Dan’s inspired Weizen interpretation reflects the deep bittersweet color of our Fox’s red coat. Expect this beer to pour a lively effervescent glass thick with creamy foam and bursting with luscious fruity notes on your pallet. This is easy drinking beer perfect for a friendly Wisconsin evening. Relax, this is God’s Country, here we have the strength to reach for the stars and change the world.PAIRING:Foods: Pork Roast, Bratwurst Cheeses: Gruyere, Aged Cheddar Dessert: Carrot Cake",4.5,3.9,10,15,22,45,11,12,52,32,0,65,12,58,69
5311,Erdinger Weissbier Kristallklar,Wheat Beer - Kristallweizen,114,Erdinger Weissbräu,"Notes:US import name ""Erdinger Weissbier Crystal Clear""Crystal-clear with an inviting frothy head: this lively wheat beer specialty features fruity-fresh aromas.With its extra portion of sparkling and energizing carbonic acid, ERDINGER Kristall is especially refreshing! Strong malted wheat notes combine with an elegant hop bouquet to round off the finish.It gets its shining, crystal-clear appearance from intensive filtration. Those who feel traditional Bavarian wheat beer is a little too cloudy will love the clarity of this top-quality ERDINGER beer.""	",5.3,3.61,10,15,28,40,13,16,46,33,4,50,34,10,101
5312,Tucher Kristall Weizen,Wheat Beer - Kristallweizen,114,Brauerei Tucher Brau,Notes:,5.1,3.8,10,15,19,42,5,9,29,23,0,52,12,31,52
5313,Old Chico Crystal Wheat,Wheat Beer - Kristallweizen,114,Sierra Nevada Brewing Co.,Notes:,4.8,3.54,10,15,32,41,7,43,16,37,2,40,56,13,81
5314,Grasshopper Wheat Ale,Wheat Beer - Kristallweizen,114,Big Rock Brewery,"Notes:Light on the palate, yet packed with flavour and European hop aroma, with fruity or citrusy notes.	",5.0,3.09,10,15,7,38,1,18,24,35,0,41,21,10,75
5315,Franziskaner Weissbier Kristallklar,Wheat Beer - Kristallweizen,114,Spaten-Franziskaner-Bräu,Notes:Formerly Franziskaner Club-Weisse Kristalklar	,5.0,3.69,10,15,39,49,12,24,25,37,0,65,28,32,47
5316,Weissbier Kristallklar,Wheat Beer - Kristallweizen,114,Paulaner Brauerei,Notes:,5.2,3.59,10,15,12,32,7,9,25,24,0,49,11,27,54
5317,Schöfferhofer Kristallweizen,Wheat Beer - Kristallweizen,114,Binding-Brauerei AG,Notes:,5.0,3.51,10,15,33,49,9,20,49,52,1,64,25,33,68
5318,Schneider Weisse Tap 2 Mein Kristall,Wheat Beer - Kristallweizen,114,Weisses Bräuhaus G. Schneider & Sohn GmbH,Notes:Formerly Schneider Weisse Kristall.	,5.3,3.82,10,15,27,38,16,7,30,29,4,57,13,39,53
5319,Weisse Kristall,Wheat Beer - Kristallweizen,114,Brauerei Gebrüder Maisel,Notes:,5.1,3.74,10,15,15,36,8,14,24,30,0,48,20,37,38
5320,Dancing Trout Ale,Wheat Beer - Kristallweizen,114,"Bayern Brewing, Inc. / Edelweiss Bistro","Notes:Dancing Trout Ale is a filtered Bavarian Hefeweizen also referred to as a Kristall Weizen. Brewed with Wheat and Pilsener malt, and Cascade hops. Crafted with a cause, Dancing Trout Ale is the flagship beer of Montana Trout Unlimited.	",5.4,3.35,10,15,18,47,8,24,49,32,1,49,30,15,81
5321,White Oak Wheat Beer,Wheat Beer - Kristallweizen,114,Innis & Gunn,Notes:,6.4,3.6,10,15,20,65,29,17,57,78,0,82,33,53,92
5322,Bohemia Weizen,Wheat Beer - Kristallweizen,114,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.","Notes:Pretty clear yellow pour with white head. Aroma is light bananas, wheat, and a touch of floral. Flavor mirrors aroma with a flat wheat and a touch of sweet. Medium bodied with good carbonation. 11 IBU",5.7,3.29,10,15,17,28,8,12,20,40,2,62,16,10,49
5323,Redback Beer,Wheat Beer - Kristallweizen,114,Matilda Bay Brewing Co.,"Notes:Styled on the traditional German wheat beer or weizen style of beer. Redback has a fruity/clove aroma, a generous creamy mouth feel and refreshing hop finish.18 IBU",4.7,3.35,10,15,23,33,7,20,32,29,0,49,22,32,60
5324,Heisenberg,Wheat Beer - Kristallweizen,114,Austin Beerworks,Notes:,4.8,3.94,10,15,9,3,3,1,4,15,1,11,3,4,4
5325,Hacker-Pschorr Kristall Weisse,Wheat Beer - Kristallweizen,114,Hacker-Pschorr Bräu GmbH,Notes:,5.5,3.9,10,15,16,40,17,19,47,47,0,65,27,33,60
5326,Sunthief Kristallweizen,Wheat Beer - Kristallweizen,114,Black Raven Brewing Co.,Notes:,4.8,3.86,10,15,8,13,1,3,7,7,0,13,3,5,24
5327,Tropical Thunder,Wheat Beer - Kristallweizen,114,Devils Backbone Brewing Company,"Notes:""Unique fruity notes arise in this filtered wheat beer from using new school Mandarin Bavaria & Hull Melon hops, classic Bavarian Weiss beer yeast and a touch of dehydrated pineapple juice. This DB Family Brew was led by Senior Brewer Josh French.	",5.3,3.46,10,15,13,12,2,28,48,19,0,55,32,11,14
5328,Franconia Kristal-weizen,Wheat Beer - Kristallweizen,114,Franconia Brewing Company,Notes:,0.0,3.66,10,15,11,5,3,5,1,16,1,16,8,3,15
5329,Joule Thief,Wheat Beer - Kristallweizen,114,Bottle Logic Brewing,Notes:,5.0,3.68,10,15,1,0,0,1,2,2,0,2,1,0,2
